Code,Company,Price,Change,Volume,Value,Captilisation
EUG,Smartshares Europe Equities ESG ETF,$2.707,$0.000 / 0.00%,"0","$0.00","$37,960,047"
USA,Smartshares US Equities ESG ETF,$2.795,$0.000 / 0.00%,"0","$0.00","$46,024,611"
LIV,Smartshares Healthcare Innovation ETF,$2.729,$0.000 / 0.00%,"0","$0.00","$27,562,027"
DOW,Downer EDI Limited,$0.000,$0.000 / 0.00%,"0","$0.00","$0"
GSH,Good Spirits Hospitality Limited,$0.030,$0.000 / 0.00%,"0","$0.00","$1,732,034"
USV,Smartshares US Large Value ETF,$4.442,$0.000 / 0.00%,"0","$0.00","$86,100,068"
HFL,Henderson Far East Income Limited,$5.270,$0.000 / 0.00%,"0","$0.00","$829,016,132"
NPH,Napier Port Holdings Limited,$2.830,$0.000 / 0.00%,"0","$0.00","$565,880,812"
GBF,Smartshares Global Bond ETF,$3.033,$0.000 / 0.00%,"0","$0.00","$282,462,131"
TSK,TASK Group Holdings Limited,$0.370,$0.000 / 0.00%,"0","$0.00","$131,286,703"
TCL,The City of London Investment Trust Plc,$8.020,$0.000 / 0.00%,"0","$0.00","$3,826,140,441"
AOF,AoFrio Limited,$0.107,$0.000 / 0.00%,"0","$0.00","$46,208,272"
ASR,Smartshares Australian Resources ETF,$6.720,$0.000 / 0.00%,"0","$0.00","$79,179,294"
BRMWG,Barramundi Limited,$0.002,$0.000 / 0.00%,"0","$0.00","$133,365"
JPG,JPMorgan Global Growth & Income plc,$8.290,$0.000 / 0.00%,"0","$0.00","$2,658,620,301"
SKT,Sky Network Television Limited,$2.330,$0.000 / 0.00%,"0","$0.00","$339,185,535"
VNT,Ventia Services Group Limited,$2.640,$0.000 / 0.00%,"0","$0.00","$2,258,520,000"
CHI,Channel Infrastructure NZ Limited,$1.440,$0.000 / 0.00%,"0","$0.00","$539,507,242"
CCC,Cooks Coffee Company Limited,$0.365,$0.000 / 0.00%,"0","$0.00","$21,643,679"
MEL,Meridian Energy Limited (NS),$5.380,$0.000 / 0.00%,"0","$0.00","$13,886,685,583"
AUS,Smartshares S&P/ASX 200 ETF,$3.065,$0.000 / 0.00%,"0","$0.00","$103,022,950"
SVR,Savor Limited,$0.400,$0.000 / 0.00%,"0","$0.00","$26,713,979"
NZG,Smartshares S&P/NZX 50 ETF,$2.442,$0.000 / 0.00%,"0","$0.00","$525,518,014"
FBU,Fletcher Building Limited,$4.890,$0.000 / 0.00%,"0","$0.00","$3,829,083,184"
ENS,Enprise Group Limited,$1.000,$0.000 / 0.00%,"0","$0.00","$17,368,361"
MCY,Mercury NZ Limited (NS),$5.650,$0.000 / 0.00%,"0","$0.00","$7,830,944,985"
MFB,My Food Bag Group Limited,$0.390,$0.000 / 0.00%,"0","$0.00","$94,550,634"
EMF,Smartshares Emerging Markets ETF,$1.295,$0.000 / 0.00%,"0","$0.00","$158,662,306"
USF,Smartshares US 500 ETF,$11.010,$0.000 / 0.00%,"33,407","$368,178.55","$462,001,554"
SPN,South Port New Zealand Limited,$7.870,$0.000 / 0.00%,"0","$0.00","$206,468,647"
PYS,PaySauce Limited,$0.295,$0.000 / 0.00%,"0","$0.00","$40,962,834"
PPH,Pushpay Holdings Limited,$1.290,$0.000 / 0.00%,"0","$0.00","$1,472,890,420"
DGL,Delegat Group Limited,$9.800,$0.000 / 0.00%,"0","$0.00","$991,075,882"
ERD,EROAD Limited,$0.910,$0.000 / 0.00%,"0","$0.00","$102,491,855"
SAN,Sanford Limited (NS),$4.180,$0.000 / 0.00%,"0","$0.00","$390,855,653"
EBO,Ebos Group Limited,$45.600,$0.000 / 0.00%,"0","$0.00","$8,693,083,452"
FCT,F&C Investment Trust PLC,$17.400,$0.000 / 0.00%,"0","$0.00","$9,020,366,294"
SKO,Serko Limited,$2.290,$0.000 / 0.00%,"0","$0.00","$275,814,523"
SNC,Southern Charter Financial Group Limited,$0.006,$0.000 / 0.00%,"0","$0.00","$3,089,367"
TWF,Smartshares Total World ETF,$2.777,$0.000 / 0.00%,"77,218","$213,662.21","$257,578,436"
PGW,PGG Wrightson Limited,$4.660,$0.000 / 0.00%,"0","$0.00","$351,755,827"
EUF,Smartshares Europe ETF,$1.850,$0.000 / 0.00%,"0","$0.00","$192,503,667"
KFL,Kingfish Limited,$1.400,$0.000 / 0.00%,"0","$0.00","$458,802,869"
THL,Tourism Holdings Limited,$3.640,$0.000 / 0.00%,"0","$0.00","$779,009,056"
GFL,Geneva Finance Limited,$0.430,$0.000 / 0.00%,"0","$0.00","$31,362,168"
ARG,Argosy Property Limited,$1.175,$0.000 / 0.00%,"0","$0.00","$994,900,577"
CNU,Chorus Limited (NS),$8.135,$0.000 / 0.00%,"0","$0.00","$3,607,041,632"
IKE,ikeGPS Group Limited,$0.920,$0.000 / 0.00%,"0","$0.00","$146,953,205"
IFT,Infratil Limited,$8.650,$0.000 / 0.00%,"0","$0.00","$6,262,457,984"
JLG,Just Life Group Limited,$0.400,$0.000 / 0.00%,"0","$0.00","$39,454,242"
SKL,Skellerup Holdings Limited,$5.340,$0.000 / 0.00%,"0","$0.00","$1,047,022,248"
VCT,Vector Limited (NS),$4.170,$0.000 / 0.00%,"0","$0.00","$4,170,000,000"
DIV,Smartshares NZ Dividend ETF,$1.208,$0.000 / 0.00%,"0","$0.00","$86,259,911"
SUM,Summerset Group Holdings Limited,$9.220,$0.000 / 0.00%,"0","$0.00","$2,140,117,763"
FRE,Freightways Limited,$9.520,$0.000 / 0.00%,"0","$0.00","$1,689,146,528"
RUA,Rua Bioscience Limited,$0.200,$0.000 / 0.00%,"0","$0.00","$31,603,853"
USS,Smartshares US Small Cap ETF,$5.727,$0.000 / 0.00%,"0","$0.00","$75,388,573"
TWH,Smartshares Total World (NZD Hedged) ETF,$2.822,$0.000 / 0.00%,"0","$0.00","$55,804,737"
SKC,SkyCity Entertainment Group Limited (NS),$2.560,$0.000 / 0.00%,"0","$0.00","$1,946,125,335"
BIT,The Bankers Investment Trust Plc,$1.940,$0.000 / 0.00%,"0","$0.00","$2,510,443,296"
NZK,New Zealand King Salmon Investments Limited,$0.215,$0.000 / 0.00%,"0","$0.00","$116,412,763"
JPN,Smartshares Japan Equities ESG ETF,$1.917,$0.000 / 0.00%,"0","$0.00","$23,137,883"
KPG,Kiwi Property Group Limited,$0.930,$0.000 / 0.00%,"0","$0.00","$1,461,189,540"
BOT,Smartshares Automation and Robotics ETF,$3.660,$0.000 / 0.00%,"0","$0.00","$45,240,861"
SML,Synlait Milk Limited (NS),$3.570,$0.000 / 0.00%,"0","$0.00","$780,336,530"
NZB,Smartshares NZ Bond ETF,$2.854,$0.000 / 0.00%,"0","$0.00","$331,455,218"
CDI,CDL Investments New Zealand Limited,$0.710,$0.000 / 0.00%,"0","$0.00","$205,053,465"
TWR,Tower Limited,$0.735,$0.000 / 0.00%,"0","$0.00","$278,920,730"
MEE,Me Today Limited,$0.010,$0.000 / 0.00%,"0","$0.00","$12,780,133"
MPG,Metro Performance Glass Limited,$0.185,$0.000 / 0.00%,"0","$0.00","$34,294,946"
ASP,Smartshares Australian Property ETF,$1.363,$0.000 / 0.00%,"0","$0.00","$52,199,535"
EMG,Smartshares Emerging Markets Equities ESG ETF,$2.133,$0.000 / 0.00%,"0","$0.00","$36,714,638"
BGI,Blackwell Global Holdings Limited,$0.004,$0.000 / 0.00%,"0","$0.00","$2,695,036"
FWL,Foley Wines Limited,$1.350,$0.000 / 0.00%,"0","$0.00","$88,743,800"
GFI,Greenfern Industries Limited,$0.105,$0.000 / 0.00%,"0","$0.00","$11,356,418"
MWE,Marlborough Wine Estates Group Limited,$0.160,$0.000 / 0.00%,"0","$0.00","$47,512,658"
TGG,T&G Global Limited,$2.360,$0.000 / 0.00%,"0","$0.00","$289,201,961"
OCA,Oceania Healthcare Limited,$0.800,$0.000 / 0.00%,"0","$0.00","$576,444,148"
BGP,Briscoe Group Limited,$4.740,$0.000 / 0.00%,"0","$0.00","$1,055,340,078"
TWL,Trade Window Holdings Limited,$0.520,$0.000 / 0.00%,"0","$0.00","$52,418,444"
HLG,Hallenstein Glasson Holdings Limited,$5.350,$0.000 / 0.00%,"0","$0.00","$319,122,476"
AGL,Accordant Group Limited,$1.790,$0.000 / 0.00%,"0","$0.00","$60,516,773"
NZL,New Zealand Rural Land Company Limited (NS),$1.050,$0.000 / 0.00%,"0","$0.00","$121,381,649"
WHS,The Warehouse Group Limited,$2.640,$0.000 / 0.00%,"0","$0.00","$915,665,837"
ACE,Ascension Capital Limited,$0.055,$0.000 / 0.00%,"0","$0.00","$1,053,186"
USG,Smartshares US Large Growth ETF,$6.450,$0.000 / 0.00%,"0","$0.00","$178,238,436"
TAH,Third Age Health Services Limited,$1.650,$0.000 / 0.00%,"0","$0.00","$16,506,846"
BLT,Blis Technologies Limited,$0.024,$0.000 / 0.00%,"0","$0.00","$30,571,238"
NZO,New Zealand Oil & Gas Limited,$0.415,$0.000 / 0.00%,"0","$0.00","$92,939,598"
RYM,Ryman Healthcare Limited,$5.510,$0.000 / 0.00%,"0","$0.00","$2,780,738,632"
ALF,Allied Farmers Limited,$0.780,$0.000 / 0.00%,"0","$0.00","$22,469,019"
NGB,Smartshares S&P/NZX NZ Government Bond ETF,$2.162,$0.000 / 0.00%,"0","$0.00","$270,469,285"
CMO,The Colonial Motor Company Limited,$9.350,$0.000 / 0.00%,"0","$0.00","$305,694,809"
ARV,Arvida Group Limited,$1.150,$0.000 / 0.00%,"0","$0.00","$832,114,162"
CEN,Contact Energy Limited,$7.920,$0.000 / 0.00%,"9,116","$72,198.72","$6,203,399,368"
BRW,Bremworth Limited,$0.460,$0.000 / 0.00%,"0","$0.00","$32,231,936"
PLP,Private Land and Property Fund,$1.290,$0.000 / 0.00%,"0","$0.00","$123,827,875"
TNZ,Smartshares NZ Top 10 ETF,$1.915,$0.000 / 0.00%,"0","$0.00","$140,046,962"
MCK,Millennium & Copthorne Hotels New Zealand Limited,$1.860,$0.000 / 0.00%,"0","$0.00","$196,190,462"
ATM,The a2 Milk Company Limited,$7.480,$0.000 / 0.00%,"0","$0.00","$5,461,786,111"
AKL,Auckland Real Estate Trust,$0.930,$0.000 / 0.00%,"0","$0.00","$74,718,200"
MCKPA,Millennium & Copthorne Hotels New Zealand Limited,$1.710,$0.000 / 0.00%,"0","$0.00","$90,184,619"
GEO,Geo Limited,$0.050,$0.000 / 0.00%,"0","$0.00","$9,156,282"
PFI,Property for Industry Limited,$2.275,$0.000 / 0.00%,"0","$0.00","$1,142,164,942"
CRP,Chatham Rock Phosphate Limited,$0.280,$0.000 / 0.00%,"0","$0.00","$23,892,200"
AIA,Auckland International Airport Limited,$8.090,$0.000 / 0.00%,"0","$0.00","$11,915,121,461"
LIC,Livestock Improvement Corporation Limited (NS),$1.250,$0.000 / 0.00%,"0","$0.00","$172,206,936"
APA,Smartshares Asia Pacific ETF,$2.064,$0.000 / 0.00%,"0","$0.00","$124,532,938"
RAD,Radius Residential Care Limited,$0.280,$0.000 / 0.00%,"0","$0.00","$79,732,658"
BFG,Burger Fuel Group Limited,$0.285,$0.000 / 0.00%,"0","$0.00","$14,346,006"
AFI,Australian Foundation Investment Company Limited,$8.150,$0.000 / 0.00%,"0","$0.00","$10,070,342,593"
MHM,MHM Automation Limited,$0.950,$0.000 / 0.00%,"0","$0.00","$63,050,614"
RBD,Restaurant Brands New Zealand Limited,$5.550,$0.000 / 0.00%,"0","$0.00","$692,409,803"
USM,Smartshares US Mid Cap ETF,$6.409,$0.000 / 0.00%,"0","$0.00","$86,987,723"
MDZ,Smartshares NZ Mid Cap ETF,$5.540,$0.000 / 0.00%,"0","$0.00","$168,087,334"
EVO,Embark Education Limited,$0.550,$0.000 / 0.00%,"0","$0.00","$87,752,216"
GXH,Green Cross Health Limited,$1.380,$0.000 / 0.00%,"0","$0.00","$197,732,466"
GEN,General Capital Limited,$0.067,$0.000 / 0.00%,"0","$0.00","$14,248,052"
VTL,Vital Limited,$0.295,$0.000 / 0.00%,"0","$0.00","$12,256,754"
NWF,NZ Windfarms Limited,$0.146,$0.000 / 0.00%,"0","$0.00","$42,057,283"
AFT,AFT Pharmaceuticals Limited,$3.800,$0.000 / 0.00%,"0","$0.00","$398,491,788"
STU,Steel & Tube Holdings Limited,$1.270,$0.000 / 0.00%,"0","$0.00","$211,902,885"
BRM,Barramundi Limited,$0.720,$0.000 / 0.00%,"0","$0.00","$195,893,742"
IPL,Investore Property Limited (NS),$1.510,$0.000 / 0.00%,"0","$0.00","$554,928,979"
PCT,Precinct Properties New Zealand Limited (NS),$1.270,$0.000 / 0.00%,"0","$0.00","$2,014,040,127"
MMH,Marsden Maritime Holdings Limited,$5.600,$0.000 / 0.00%,"0","$0.00","$231,283,646"
MFT,Mainfreight Limited,$66.500,$0.000 / 0.00%,"0","$0.00","$6,696,453,442"
MOV,Move Logistics Group Limited,$1.110,$0.000 / 0.00%,"0","$0.00","$129,187,493"
MHJ,Michael Hill International Limited,$1.110,$0.000 / 0.00%,"0","$0.00","$421,454,661"
FNZ,Smartshares NZ Top 50 ETF,$3.034,$0.000 / 0.00%,"0","$0.00","$655,465,912"
NZM,NZME Limited,$1.150,$0.000 / 0.00%,"0","$0.00","$211,500,656"
SPK,Spark New Zealand Limited,$5.300,$0.000 / 0.00%,"0","$0.00","$9,927,769,280"
KMD,KMD Brands Limited,$1.030,$0.000 / 0.00%,"0","$0.00","$732,688,154"
APL,Asset Plus Limited,$0.235,$0.000 / 0.00%,"0","$0.00","$85,238,683"
NPF,Smartshares NZ Property ETF,$1.153,$0.000 / 0.00%,"0","$0.00","$138,661,795"
CO2,Carbon Fund,$2.050,$0.000 / 0.00%,"0","$0.00","$92,657,589"
TRU,TruScreen Group Limited,$0.036,$0.000 / 0.00%,"0","$0.00","$13,063,185"
MLN,Marlin Global Limited,$0.960,$0.000 / 0.00%,"0","$0.00","$195,456,735"
POT,Port of Tauranga Limited,$6.240,$0.000 / 0.00%,"0","$0.00","$4,245,470,686"
FSF,Fonterra Shareholders' Fund (NS),$3.280,$0.000 / 0.00%,"0","$0.00","$352,308,028"
ANZ,ANZ Group Holdings Limited,$25.820,$0.000 / 0.00%,"0","$0.00","$77,546,930,311"
OZY,Smartshares Australian Top 20 ETF,$4.390,$0.000 / 0.00%,"0","$0.00","$167,615,762"
PHL,Promisia Healthcare Limited,$0.001,$0.000 / 0.00%,"0","$0.00","$21,284,975"
CBD,Cannasouth Limited,$0.280,$0.000 / 0.00%,"0","$0.00","$41,409,499"
GNE,Genesis Energy Limited (NS),$2.605,$0.000 / 0.00%,"0","$0.00","$2,754,407,881"
SCL,Scales Corporation Limited,$3.950,$0.000 / 0.00%,"0","$0.00","$563,751,379"
ASF,Smartshares Australian Financials ETF,$7.842,$0.000 / 0.00%,"0","$0.00","$24,627,550"
CVT,Comvita Limited,$3.350,$0.000 / 0.00%,"0","$0.00","$234,144,049"
ASD,Smartshares Australian Dividend ETF,$1.670,$0.000 / 0.00%,"0","$0.00","$34,326,083"
MZY,Smartshares Australian Mid Cap ETF,$9.301,$0.000 / 0.00%,"0","$0.00","$162,137,580"
